timestamp,voc,sound_pressure_level,indoor_relative_humidity,air_temperature,illuminance,pm2.5,indoor_co2,wifi_connected_devices,ceiling_fan_energy,lighting_energy,plug_load_energy,chilled_water_energy,fcu_fan_energy,temp_setpoint,fcu_fan_speed,supply_air_pressure,supply_air_temperature,baromatic_pressure,dry_bulb_temp,global_horizontal_solar_radiation,wind_direction,wind_speed,outdoor_co2,rainfall_raw,outdoor_relative_humidity,occupant_presence,occupant_count
2021-09-07 00:00 +08:00,20.0,57.07333374,52.01966476,23.56433296,0.0,2.0666666030000003,453.5,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,25.7222805,1005.1983640000001,26.10163116,0.0,108.09297179999999,0.189999998,463.0935364,24.4659462,97.70488739,0,0
2021-09-07 00:05 +08:00,20.0,57.01666641,51.08066559,23.487333300000003,0.0,1.966666698,448.8666687,1.0,0.0021799999999529973,0.0048830000014277175,0.016741999999794643,0.0,0.0,26.1,0.0,0.0,25.84374428,1005.198425,26.10161591,1.0,91.17533112,0.15210126300000001,462.09631349999995,24.4659462,97.40485382,0,0
2021-09-07 00:10 +08:00,20.0,57.08333206,50.41066742,23.42399979,0.0,1.833333373,447.33334349999996,1.0,0.0020930000000589644,0.0041839999985313625,0.0163910000001124,0.0,0.0,26.2,0.0,0.0,25.84374428,1005.2000119999999,26.10000038,1.0,88.30000305,0.150000006,463.47607419999997,24.4659462,97.40000153,0,0
2021-09-07 00:15 +08:00,20.0,57.09333420000001,50.50266647,23.25300026,0.0,1.7000000480000002,446.06668089999994,1.0,0.0021799999999529973,0.004883000000518223,0.016740999999456108,0.0,0.0,26.2,0.0,0.0,25.84374428,1005.2000119999999,26.10000038,1.0,109.6999969,0.150000006,462.88626100000005,24.4659462,97.29837799,0,0
2021-09-07 00:20 +08:00,20.0,57.01666641,50.30766678,23.30900002,0.0,1.666666627,444.3666687,1.0,0.0020919999999478023,0.004883000000518223,0.01639300000078947,0.0,0.0,26.2,0.0,0.0,25.96524048,1005.003235,26.10162163,1.0,211.60000609999997,0.150000006,462.49615480000006,24.4659462,97.40324402,0,0
2021-09-07 00:25 +08:00,22.9642849,58.91428757,50.14321518,23.29178619,0.0,1.357142806,439.7857056,1.0,0.0021799999999529973,0.004186000000117929,0.01674199999888515,0.0,0.0,26.3,0.0,0.0,25.96524048,1005.0,26.10162544,1.0,211.60000609999997,0.150000006,464.26611330000003,24.4659462,97.59999847,0,0
2021-09-07 00:30 +08:00,20.29999924,57.20999908,49.80666733,23.26499939,0.0,1.1666666270000001,435.7666626,1.0,0.002180000000180371,0.004881999999270192,0.016391000001021894,0.0,0.0,26.3,0.0,0.0,26.08673477,1005.0,26.10000038,1.0,260.9851685,0.150000006,462.68957520000004,24.4659462,97.59999847,0,0
2021-09-07 00:35 +08:00,20.0,56.94333267,49.73333359,23.2140007,0.0,1.200000048,435.5,1.0,0.0020929999998315907,0.004883000000518223,0.016741999999794643,0.0,0.0,26.3,0.0,0.0,26.08673477,1005.0,26.10000038,1.0,354.5023193,0.129999995,462.4994202,24.4659462,97.19999695,0,0
2021-09-07 00:40 +08:00,20.0,57.14827728,49.44276047,23.17000008,0.0,1.034482718,434.86206050000004,1.0,0.002179000000069209,0.004185000000688888,0.01639199999954144,0.0,0.0,26.3,0.0,0.0,26.08673477,1004.996765,26.20000076,2.0,272.54431150000005,0.209999993,464.47586060000003,24.4659462,97.19999695,0,0
2021-09-07 00:45 +08:00,20.0,57.07333374,49.03966522,23.23999977,0.0,1.0666667220000001,433.3666687,1.0,0.0020930000000589644,0.004881999999270192,0.016740000000027067,0.0,0.0,26.3,0.0,0.0,26.08673477,1004.900024,26.20000076,1.01632762,19.20468712,0.408367246,462.30926510000006,24.4659462,97.19999695,0,0
2021-09-07 00:50 +08:00,20.0,57.18333435,48.80666733,23.18133354,0.0,1.0666667220000001,428.7666626,1.0,0.0021799999999529973,0.004882999999608728,0.01639300000078947,0.0,0.0,26.3,0.0,0.0,26.20823097,1004.898376,26.39999962,1.0,8.388350487,0.425942749,463.8890686000001,24.4659462,97.79676056,0,0
2021-09-07 00:55 +08:00,20.0,57.10333252,48.63533401,23.16033363,0.0,1.0,430.8666687,1.0,0.002092000000175176,0.004186000000117929,0.01674199999888515,0.0,0.0,26.3,0.0,0.0,26.20823097,1004.900024,26.29999924,1.0,93.37058258,0.370000005,463.2958374,24.4659462,97.69999695,0,0
2021-09-07 01:00 +08:00,20.0,57.06000137,48.61233521,23.099666600000003,0.0,1.033333302,431.56668089999994,1.0,0.0021799999997256236,0.004882999999608728,0.016391000001021894,0.0,0.0,26.3,0.0,0.0,26.20823097,1004.7999880000001,26.29999924,1.0,96.08514404,0.349999994,464.272583,24.4659462,97.20162201,0,0
2021-09-07 01:05 +08:00,20.0,57.08666611,48.61899948,22.9829998,0.0,1.0,428.3666687,1.0,0.0019190000000435248,0.004882999999608728,0.01569599999947968,0.0,0.0,26.3,0.0,0.0,26.20823097,1004.7999880000001,26.29999924,1.0,53.932231900000005,0.328060389,462.68957520000004,24.4659462,97.0,0,0
2021-09-07 01:10 +08:00,20.0,57.29000092,48.63100052,22.91799927,0.0,1.0,428.46667479999996,1.0,0.0019180000001597364,0.004185000000688888,0.015693999999712105,0.0,0.0,26.3,0.0,0.0,26.32975769,1004.7999880000001,26.29999924,1.0,63.04958344,0.7950176,462.7025757,24.4659462,96.80000305,0,0
